Image1,Image2,Angle1_deg,Angle2_deg,Delta_deg
phantom_lbl_1135.png,phantom_lbl_1136.png,33.86,214.27,180.40
phantom_lbl_1136.png,phantom_lbl_1137.png,214.27,233.25,18.98
phantom_lbl_1137.png,phantom_lbl_1138.png,233.25,239.33,6.09
phantom_lbl_1138.png,phantom_lbl_1139.png,239.33,214.64,-24.69
phantom_lbl_1139.png,phantom_lbl_1140.png,214.64,231.21,16.57
phantom_lbl_1140.png,phantom_lbl_1141.png,231.21,248.10,16.89
phantom_lbl_1141.png,phantom_lbl_1142.png,248.10,161.27,-86.83
phantom_lbl_1142.png,phantom_lbl_1143.png,161.27,165.57,4.30
phantom_lbl_1143.png,phantom_lbl_1144.png,165.57,210.25,44.69
phantom_lbl_1144.png,phantom_lbl_1145.png,210.25,182.39,-27.86
phantom_lbl_1145.png,phantom_lbl_1146.png,182.39,-39.01,-221.40
phantom_lbl_1146.png,phantom_lbl_1147.png,-39.01,162.80,201.81
phantom_lbl_1147.png,phantom_lbl_1148.png,162.80,135.24,-27.56
phantom_lbl_1148.png,phantom_lbl_1149.png,135.24,182.93,47.69
phantom_lbl_1149.png,phantom_lbl_1150.png,182.93,213.63,30.70
phantom_lbl_1150.png,phantom_lbl_1151.png,213.63,183.19,-30.44
phantom_lbl_1151.png,phantom_lbl_1152.png,183.19,180.35,-2.84
phantom_lbl_1152.png,phantom_lbl_1153.png,180.35,200.46,20.11
phantom_lbl_1153.png,phantom_lbl_1154.png,200.46,162.82,-37.64
phantom_lbl_1154.png,phantom_lbl_1155.png,162.82,210.44,47.61
phantom_lbl_1155.png,phantom_lbl_1156.png,210.44,217.68,7.24
phantom_lbl_1156.png,phantom_lbl_1157.png,217.68,-28.29,-245.97
phantom_lbl_1157.png,phantom_lbl_1158.png,-28.29,151.51,179.80
phantom_lbl_1158.png,phantom_lbl_1159.png,151.51,159.94,8.43
phantom_lbl_1159.png,phantom_lbl_1160.png,159.94,211.78,51.84
phantom_lbl_1160.png,phantom_lbl_1161.png,211.78,201.05,-10.73
phantom_lbl_1161.png,phantom_lbl_1162.png,201.05,181.95,-19.11
phantom_lbl_1162.png,phantom_lbl_1163.png,181.95,200.28,18.33
phantom_lbl_1163.png,phantom_lbl_1164.png,200.28,196.41,-3.87
phantom_lbl_1164.png,phantom_lbl_1165.png,196.41,161.86,-34.56
phantom_lbl_1165.png,phantom_lbl_1166.png,161.86,152.35,-9.51
phantom_lbl_1166.png,phantom_lbl_1167.png,152.35,130.07,-22.28
phantom_lbl_1167.png,phantom_lbl_1168.png,130.07,-27.60,-157.67
phantom_lbl_1168.png,phantom_lbl_1169.png,-27.60,113.43,141.04
phantom_lbl_1169.png,phantom_lbl_1170.png,113.43,139.14,25.71
phantom_lbl_1170.png,phantom_lbl_1171.png,139.14,120.00,-19.14
phantom_lbl_1171.png,phantom_lbl_1172.png,120.00,135.89,15.89
phantom_lbl_1172.png,phantom_lbl_1173.png,135.89,128.71,-7.18
phantom_lbl_1173.png,phantom_lbl_1174.png,128.71,172.72,44.02
phantom_lbl_1174.png,phantom_lbl_1175.png,172.72,151.20,-21.52
phantom_lbl_1177.png,phantom_lbl_1178.png,297.76,254.99,-42.77
phantom_lbl_1178.png,phantom_lbl_1179.png,254.99,-49.94,-304.93
phantom_lbl_1179.png,phantom_lbl_1180.png,-49.94,225.31,275.25
phantom_lbl_1180.png,phantom_lbl_1181.png,225.31,242.38,17.07
phantom_lbl_1181.png,phantom_lbl_1182.png,242.38,248.52,6.15
phantom_lbl_1182.png,phantom_lbl_1183.png,248.52,262.82,14.30
phantom_lbl_1183.png,phantom_lbl_1184.png,262.82,235.97,-26.85
phantom_lbl_1184.png,phantom_lbl_1185.png,235.97,261.03,25.06
phantom_lbl_1185.png,phantom_lbl_1186.png,261.03,274.75,13.73
phantom_lbl_1186.png,phantom_lbl_1187.png,274.75,270.57,-4.18
phantom_lbl_1187.png,phantom_lbl_1188.png,270.57,252.09,-18.49
phantom_lbl_1188.png,phantom_lbl_1189.png,252.09,266.34,14.25
phantom_lbl_1191.png,phantom_lbl_1192.png,253.59,222.73,-30.86
phantom_lbl_1192.png,phantom_lbl_1193.png,222.73,224.82,2.10
phantom_lbl_1193.png,phantom_lbl_1194.png,224.82,207.39,-17.43
phantom_lbl_1194.png,phantom_lbl_1195.png,207.39,229.64,22.25
phantom_lbl_1195.png,phantom_lbl_1196.png,229.64,222.66,-6.98
phantom_lbl_1196.png,phantom_lbl_1197.png,222.66,278.82,56.17
phantom_lbl_1197.png,phantom_lbl_1198.png,278.82,309.65,30.82
phantom_lbl_1198.png,phantom_lbl_1199.png,309.65,314.77,5.13
phantom_lbl_1199.png,phantom_lbl_1200.png,314.77,314.19,-0.59
phantom_lbl_1200.png,phantom_lbl_1201.png,314.19,-42.60,-356.78
phantom_lbl_1201.png,phantom_lbl_1202.png,-42.60,157.34,199.94
phantom_lbl_1202.png,phantom_lbl_1203.png,157.34,286.13,128.79
phantom_lbl_1203.png,phantom_lbl_1204.png,286.13,257.46,-28.67
phantom_lbl_1204.png,phantom_lbl_1205.png,257.46,281.28,23.82
phantom_lbl_1205.png,phantom_lbl_1206.png,281.28,274.13,-7.15
phantom_lbl_1206.png,phantom_lbl_1207.png,274.13,193.89,-80.23
phantom_lbl_1207.png,phantom_lbl_1208.png,193.89,275.44,81.55
phantom_lbl_1208.png,phantom_lbl_1209.png,275.44,182.74,-92.70
phantom_lbl_1209.png,phantom_lbl_1210.png,182.74,194.67,11.93
phantom_lbl_1210.png,phantom_lbl_1211.png,194.67,187.01,-7.66
phantom_lbl_1211.png,phantom_lbl_1212.png,187.01,-54.35,-241.36
phantom_lbl_1212.png,phantom_lbl_1213.png,-54.35,279.38,333.74
phantom_lbl_1213.png,phantom_lbl_1214.png,279.38,230.94,-48.44
phantom_lbl_1214.png,phantom_lbl_1215.png,230.94,203.87,-27.07
phantom_lbl_1215.png,phantom_lbl_1216.png,203.87,294.96,91.09
phantom_lbl_1216.png,phantom_lbl_1217.png,294.96,254.61,-40.35
phantom_lbl_1217.png,phantom_lbl_1218.png,254.61,243.10,-11.51
phantom_lbl_1218.png,phantom_lbl_1219.png,243.10,226.66,-16.45
phantom_lbl_1219.png,phantom_lbl_1220.png,226.66,278.86,52.21
phantom_lbl_1220.png,phantom_lbl_1221.png,278.86,296.59,17.73
phantom_lbl_1221.png,phantom_lbl_1222.png,296.59,312.99,16.40
phantom_lbl_1222.png,phantom_lbl_1223.png,312.99,77.25,-235.74
phantom_lbl_1223.png,phantom_lbl_1224.png,77.25,-38.30,-115.55
phantom_lbl_1224.png,phantom_lbl_1225.png,-38.30,278.31,316.61
phantom_lbl_1225.png,phantom_lbl_1226.png,278.31,292.24,13.93
phantom_lbl_1226.png,phantom_lbl_1227.png,292.24,292.87,0.63
phantom_lbl_1227.png,phantom_lbl_1228.png,292.87,294.06,1.19
phantom_lbl_1228.png,phantom_lbl_1229.png,294.06,312.32,18.26
phantom_lbl_1229.png,phantom_lbl_1230.png,312.32,273.93,-38.39
phantom_lbl_1230.png,phantom_lbl_1231.png,273.93,298.70,24.77
phantom_lbl_1231.png,phantom_lbl_1232.png,298.70,305.04,6.34
phantom_lbl_1234.png,phantom_lbl_1235.png,298.36,-34.94,-333.30
phantom_lbl_1235.png,phantom_lbl_1236.png,-34.94,284.76,319.70
phantom_lbl_1236.png,phantom_lbl_1237.png,284.76,277.92,-6.84
phantom_lbl_1237.png,phantom_lbl_1238.png,277.92,281.55,3.62
phantom_lbl_1238.png,phantom_lbl_1239.png,281.55,289.05,7.50
phantom_lbl_1239.png,phantom_lbl_1240.png,289.05,298.86,9.81
phantom_lbl_1240.png,phantom_lbl_1241.png,298.86,314.66,15.80
phantom_lbl_1241.png,phantom_lbl_1242.png,314.66,295.62,-19.04
phantom_lbl_1244.png,phantom_lbl_1245.png,310.77,281.30,-29.47
phantom_lbl_1245.png,phantom_lbl_1246.png,281.30,-48.26,-329.56
phantom_lbl_1246.png,phantom_lbl_1247.png,-48.26,282.19,330.45
phantom_lbl_1247.png,phantom_lbl_1248.png,282.19,305.14,22.95
phantom_lbl_1248.png,phantom_lbl_1249.png,305.14,276.51,-28.63
phantom_lbl_1251.png,phantom_lbl_1252.png,289.65,286.07,-3.58
phantom_lbl_1252.png,phantom_lbl_1253.png,286.07,308.32,22.25
phantom_lbl_1255.png,phantom_lbl_1256.png,282.57,266.58,-15.99
phantom_lbl_1256.png,phantom_lbl_1257.png,266.58,-55.00,-321.58
phantom_lbl_1257.png,phantom_lbl_1258.png,-55.00,286.55,341.55
phantom_lbl_1258.png,phantom_lbl_1259.png,286.55,277.89,-8.67
phantom_lbl_1259.png,phantom_lbl_1260.png,277.89,316.50,38.62
phantom_lbl_1260.png,phantom_lbl_1261.png,316.50,283.92,-32.58
phantom_lbl_1263.png,phantom_lbl_1264.png,299.94,296.82,-3.13
phantom_lbl_1264.png,phantom_lbl_1265.png,296.82,307.61,10.79
phantom_lbl_1265.png,phantom_lbl_1266.png,307.61,271.12,-36.48
phantom_lbl_1268.png,phantom_lbl_1269.png,-40.70,295.24,335.94
phantom_lbl_1269.png,phantom_lbl_1270.png,295.24,311.03,15.79
phantom_lbl_1270.png,phantom_lbl_1271.png,311.03,312.31,1.27
phantom_lbl_1271.png,phantom_lbl_1272.png,312.31,284.24,-28.07
phantom_lbl_1274.png,phantom_lbl_1275.png,301.14,240.64,-60.50
phantom_lbl_1275.png,phantom_lbl_1276.png,240.64,-20.40,-261.03
phantom_lbl_1276.png,phantom_lbl_1277.png,-20.40,428.53,448.93
phantom_lbl_1277.png,phantom_lbl_1278.png,428.53,446.26,17.73
phantom_lbl_1278.png,phantom_lbl_1279.png,446.26,-40.67,-486.93
phantom_lbl_1279.png,phantom_lbl_1280.png,-40.67,429.40,470.08
phantom_lbl_1280.png,phantom_lbl_1281.png,429.40,435.16,5.76
phantom_lbl_1281.png,phantom_lbl_1282.png,435.16,438.01,2.86
phantom_lbl_1282.png,phantom_lbl_1283.png,438.01,497.45,59.44
phantom_lbl_1283.png,phantom_lbl_1284.png,497.45,316.37,-181.09
phantom_lbl_1284.png,phantom_lbl_1285.png,316.37,304.84,-11.53
phantom_lbl_1285.png,phantom_lbl_1286.png,304.84,45.00,-259.84
phantom_lbl_1286.png,phantom_lbl_1287.png,45.00,341.33,296.33
phantom_lbl_1287.png,phantom_lbl_1288.png,341.33,289.65,-51.68
phantom_lbl_1288.png,phantom_lbl_1289.png,289.65,284.14,-5.52
phantom_lbl_1291.png,phantom_lbl_1292.png,227.22,219.21,-8.01
phantom_lbl_1292.png,phantom_lbl_1293.png,219.21,236.96,17.75
phantom_lbl_1293.png,phantom_lbl_1294.png,236.96,228.42,-8.54
phantom_lbl_1294.png,phantom_lbl_1295.png,228.42,191.25,-37.17
phantom_lbl_1295.png,phantom_lbl_1296.png,191.25,171.99,-19.26
phantom_lbl_1296.png,phantom_lbl_1297.png,171.99,186.37,14.38
phantom_lbl_1297.png,phantom_lbl_1298.png,186.37,146.41,-39.96
phantom_lbl_1298.png,phantom_lbl_1299.png,146.41,163.01,16.60
phantom_lbl_1299.png,phantom_lbl_1300.png,163.01,190.73,27.73
phantom_lbl_1304.png,phantom_lbl_1305.png,150.20,240.25,90.05
phantom_lbl_1305.png,phantom_lbl_1306.png,240.25,243.99,3.74
phantom_lbl_1306.png,phantom_lbl_1307.png,243.99,239.53,-4.46
phantom_lbl_1307.png,phantom_lbl_1308.png,239.53,233.48,-6.05
phantom_lbl_1308.png,phantom_lbl_1309.png,233.48,225.34,-8.14
phantom_lbl_1309.png,phantom_lbl_1310.png,225.34,262.92,37.58
phantom_lbl_1313.png,phantom_lbl_1314.png,267.58,271.06,3.48
phantom_lbl_1314.png,phantom_lbl_1315.png,271.06,274.64,3.58
phantom_lbl_1318.png,phantom_lbl_1319.png,291.67,283.54,-8.12
phantom_lbl_1319.png,phantom_lbl_1320.png,283.54,313.07,29.53
phantom_lbl_1320.png,phantom_lbl_1321.png,313.07,302.95,-10.13
phantom_lbl_1321.png,phantom_lbl_1322.png,302.95,318.09,15.14
phantom_lbl_1322.png,phantom_lbl_1323.png,318.09,-8.29,-326.37
phantom_lbl_1323.png,phantom_lbl_1324.png,-8.29,314.34,322.63
phantom_lbl_1324.png,phantom_lbl_1325.png,314.34,278.12,-36.22
phantom_lbl_1325.png,phantom_lbl_1326.png,278.12,325.01,46.89
phantom_lbl_1326.png,phantom_lbl_1327.png,325.01,299.96,-25.06
phantom_lbl_1327.png,phantom_lbl_1328.png,299.96,271.98,-27.98
phantom_lbl_1328.png,phantom_lbl_1329.png,271.98,266.20,-5.77
phantom_lbl_1329.png,phantom_lbl_1330.png,266.20,268.94,2.74
phantom_lbl_1330.png,phantom_lbl_1331.png,268.94,247.45,-21.49
phantom_lbl_1331.png,phantom_lbl_1332.png,247.45,242.38,-5.08
phantom_lbl_1332.png,phantom_lbl_1333.png,242.38,132.63,-109.75
phantom_lbl_1333.png,phantom_lbl_1334.png,132.63,82.38,-50.25
phantom_lbl_1334.png,phantom_lbl_1335.png,82.38,-25.41,-107.79
phantom_lbl_1335.png,phantom_lbl_1336.png,-25.41,125.08,150.49
phantom_lbl_1336.png,phantom_lbl_1337.png,125.08,143.81,18.73
phantom_lbl_1337.png,phantom_lbl_1338.png,143.81,115.58,-28.22
phantom_lbl_1338.png,phantom_lbl_1339.png,115.58,124.39,8.81
phantom_lbl_1339.png,phantom_lbl_1340.png,124.39,123.69,-0.71
phantom_lbl_1340.png,phantom_lbl_1341.png,123.69,127.77,4.08
phantom_lbl_1341.png,phantom_lbl_1342.png,127.77,94.54,-33.23
phantom_lbl_1342.png,phantom_lbl_1343.png,94.54,123.07,28.53
phantom_lbl_1343.png,phantom_lbl_1344.png,123.07,95.84,-27.23
phantom_lbl_1344.png,phantom_lbl_1345.png,95.84,122.50,26.65
phantom_lbl_1345.png,phantom_lbl_1346.png,122.50,-20.76,-143.26
phantom_lbl_1346.png,phantom_lbl_1347.png,-20.76,102.03,122.80
phantom_lbl_1347.png,phantom_lbl_1348.png,102.03,121.56,19.52
phantom_lbl_1348.png,phantom_lbl_1349.png,121.56,110.97,-10.58
phantom_lbl_1349.png,phantom_lbl_1350.png,110.97,101.58,-9.39
phantom_lbl_1350.png,phantom_lbl_1351.png,101.58,76.42,-25.16
phantom_lbl_1351.png,phantom_lbl_1352.png,76.42,147.30,70.89
phantom_lbl_1352.png,phantom_lbl_1353.png,147.30,204.17,56.87
phantom_lbl_1353.png,phantom_lbl_1354.png,204.17,164.21,-39.96
phantom_lbl_1354.png,phantom_lbl_1355.png,164.21,206.98,42.77
phantom_lbl_1355.png,phantom_lbl_1356.png,206.98,225.24,18.26
phantom_lbl_1356.png,phantom_lbl_1357.png,225.24,8.73,-216.51
phantom_lbl_1357.png,phantom_lbl_1358.png,8.73,241.66,232.94
phantom_lbl_1360.png,phantom_lbl_1361.png,275.02,274.39,-0.62
phantom_lbl_1361.png,phantom_lbl_1362.png,274.39,275.82,1.43
phantom_lbl_1362.png,phantom_lbl_1363.png,275.82,301.28,25.46
phantom_lbl_1363.png,phantom_lbl_1364.png,301.28,318.11,16.83
phantom_lbl_1364.png,phantom_lbl_1365.png,318.11,320.55,2.44
phantom_lbl_1365.png,phantom_lbl_1366.png,320.55,293.02,-27.53
phantom_lbl_1366.png,phantom_lbl_1367.png,293.02,298.61,5.59
phantom_lbl_1367.png,phantom_lbl_1368.png,298.61,8.18,-290.44
phantom_lbl_1368.png,phantom_lbl_1369.png,8.18,277.93,269.75
phantom_lbl_1369.png,phantom_lbl_1370.png,277.93,305.98,28.06
phantom_lbl_1370.png,phantom_lbl_1371.png,305.98,288.66,-17.32
phantom_lbl_1371.png,phantom_lbl_1372.png,288.66,296.85,8.19
phantom_lbl_1372.png,phantom_lbl_1373.png,296.85,316.92,20.07
phantom_lbl_1373.png,phantom_lbl_1374.png,316.92,276.21,-40.71
phantom_lbl_1374.png,phantom_lbl_1375.png,276.21,255.66,-20.55
phantom_lbl_1375.png,phantom_lbl_1376.png,255.66,290.32,34.66
phantom_lbl_1376.png,phantom_lbl_1377.png,290.32,278.89,-11.43
phantom_lbl_1377.png,phantom_lbl_1378.png,278.89,289.11,10.22
phantom_lbl_1378.png,phantom_lbl_1379.png,289.11,31.34,-257.77
phantom_lbl_1379.png,phantom_lbl_1380.png,31.34,265.37,234.03
phantom_lbl_1380.png,phantom_lbl_1381.png,265.37,281.96,16.59
phantom_lbl_1381.png,phantom_lbl_1382.png,281.96,292.70,10.74
phantom_lbl_1382.png,phantom_lbl_1383.png,292.70,292.12,-0.58
phantom_lbl_1383.png,phantom_lbl_1384.png,292.12,296.01,3.88
phantom_lbl_1384.png,phantom_lbl_1385.png,296.01,296.60,0.59
phantom_lbl_1385.png,phantom_lbl_1386.png,296.60,290.08,-6.51
phantom_lbl_1386.png,phantom_lbl_1387.png,290.08,289.78,-0.30
phantom_lbl_1387.png,phantom_lbl_1388.png,289.78,282.15,-7.63
phantom_lbl_1388.png,phantom_lbl_1389.png,282.15,308.87,26.72
phantom_lbl_1389.png,phantom_lbl_1390.png,308.87,-4.01,-312.88
phantom_lbl_1390.png,phantom_lbl_1391.png,-4.01,285.63,289.64
phantom_lbl_1391.png,phantom_lbl_1392.png,285.63,304.32,18.69
phantom_lbl_1392.png,phantom_lbl_1393.png,304.32,300.74,-3.58
phantom_lbl_1393.png,phantom_lbl_1394.png,300.74,286.36,-14.38
phantom_lbl_1394.png,phantom_lbl_1395.png,286.36,295.53,9.17
phantom_lbl_1395.png,phantom_lbl_1396.png,295.53,302.44,6.90
phantom_lbl_1396.png,phantom_lbl_1397.png,302.44,305.46,3.02
phantom_lbl_1397.png,phantom_lbl_1398.png,305.46,301.38,-4.08
phantom_lbl_1398.png,phantom_lbl_1399.png,301.38,309.77,8.39
phantom_lbl_1399.png,phantom_lbl_1400.png,309.77,308.03,-1.74
phantom_lbl_1400.png,phantom_lbl_1401.png,308.03,12.16,-295.87
phantom_lbl_1401.png,phantom_lbl_1402.png,12.16,283.82,271.66
phantom_lbl_1402.png,phantom_lbl_1403.png,283.82,276.65,-7.17
phantom_lbl_1403.png,phantom_lbl_1404.png,276.65,303.19,26.54
phantom_lbl_1404.png,phantom_lbl_1405.png,303.19,281.16,-22.03
phantom_lbl_1405.png,phantom_lbl_1406.png,281.16,272.34,-8.81
phantom_lbl_1406.png,phantom_lbl_1407.png,272.34,276.65,4.31
phantom_lbl_1407.png,phantom_lbl_1408.png,276.65,270.63,-6.02
phantom_lbl_1408.png,phantom_lbl_1409.png,270.63,299.48,28.85
phantom_lbl_1409.png,phantom_lbl_1410.png,299.48,277.93,-21.55
phantom_lbl_1410.png,phantom_lbl_1411.png,277.93,285.60,7.67
phantom_lbl_1411.png,phantom_lbl_1412.png,285.60,-11.91,-297.51
phantom_lbl_1412.png,phantom_lbl_1413.png,-11.91,268.56,280.47
phantom_lbl_1413.png,phantom_lbl_1414.png,268.56,262.93,-5.63
phantom_lbl_1414.png,phantom_lbl_1415.png,262.93,251.21,-11.72
phantom_lbl_1415.png,phantom_lbl_1416.png,251.21,230.59,-20.62
phantom_lbl_1416.png,phantom_lbl_1417.png,230.59,210.42,-20.16
phantom_lbl_1417.png,phantom_lbl_1418.png,210.42,199.54,-10.88
phantom_lbl_1418.png,phantom_lbl_1419.png,199.54,207.60,8.06
phantom_lbl_1419.png,phantom_lbl_1420.png,207.60,221.10,13.50
phantom_lbl_1420.png,phantom_lbl_1421.png,221.10,234.54,13.44
phantom_lbl_1421.png,phantom_lbl_1422.png,234.54,279.33,44.79
phantom_lbl_1424.png,phantom_lbl_1425.png,296.27,301.25,4.98
phantom_lbl_1425.png,phantom_lbl_1426.png,301.25,285.57,-15.68
phantom_lbl_1426.png,phantom_lbl_1427.png,285.57,282.75,-2.83
phantom_lbl_1427.png,phantom_lbl_1428.png,282.75,289.63,6.89
phantom_lbl_1428.png,phantom_lbl_1429.png,289.63,311.81,22.18
phantom_lbl_1429.png,phantom_lbl_1430.png,311.81,286.42,-25.39
phantom_lbl_1430.png,phantom_lbl_1431.png,286.42,275.28,-11.14
phantom_lbl_1431.png,phantom_lbl_1432.png,275.28,285.19,9.91
phantom_lbl_1432.png,phantom_lbl_1433.png,285.19,289.75,4.56
phantom_lbl_1433.png,phantom_lbl_1434.png,289.75,-60.10,-349.84
phantom_lbl_1434.png,phantom_lbl_1435.png,-60.10,282.62,342.72
phantom_lbl_1435.png,phantom_lbl_1436.png,282.62,305.73,23.10
phantom_lbl_1436.png,phantom_lbl_1437.png,305.73,274.97,-30.75
phantom_lbl_1437.png,phantom_lbl_1438.png,274.97,299.88,24.91
phantom_lbl_1440.png,phantom_lbl_1441.png,285.57,274.75,-10.82
phantom_lbl_1441.png,phantom_lbl_1442.png,274.75,288.65,13.90
phantom_lbl_1442.png,phantom_lbl_1443.png,288.65,289.87,1.22
phantom_lbl_1443.png,phantom_lbl_1444.png,289.87,267.36,-22.51
phantom_lbl_1444.png,phantom_lbl_1445.png,267.36,72.39,-194.97
phantom_lbl_1445.png,phantom_lbl_1446.png,72.39,-44.56,-116.95
phantom_lbl_1448.png,phantom_lbl_1449.png,-52.55,-55.94,-3.39
phantom_lbl_1449.png,phantom_lbl_1450.png,-55.94,-60.97,-5.02
phantom_lbl_1450.png,phantom_lbl_1451.png,-60.97,-68.45,-7.48
phantom_lbl_1451.png,phantom_lbl_1452.png,-68.45,-62.61,5.83
phantom_lbl_1452.png,phantom_lbl_1453.png,-62.61,-46.83,15.78
phantom_lbl_1453.png,phantom_lbl_1454.png,-46.83,-46.31,0.52
phantom_lbl_1454.png,phantom_lbl_1455.png,-46.31,-87.17,-40.86
phantom_lbl_1455.png,phantom_lbl_1456.png,-87.17,63.10,150.28
phantom_lbl_1456.png,phantom_lbl_1457.png,63.10,-58.16,-121.26
phantom_lbl_1457.png,phantom_lbl_1458.png,-58.16,-72.19,-14.03
phantom_lbl_1458.png,phantom_lbl_1459.png,-72.19,-43.58,28.61
phantom_lbl_1459.png,phantom_lbl_1460.png,-43.58,-62.62,-19.04
phantom_lbl_1460.png,phantom_lbl_1461.png,-62.62,-58.07,4.55
phantom_lbl_1461.png,phantom_lbl_1462.png,-58.07,-54.36,3.71
phantom_lbl_1462.png,phantom_lbl_1463.png,-54.36,-59.41,-5.05
phantom_lbl_1463.png,phantom_lbl_1464.png,-59.41,-67.37,-7.97
phantom_lbl_1464.png,phantom_lbl_1465.png,-67.37,-74.66,-7.28
phantom_lbl_1465.png,phantom_lbl_1466.png,-74.66,-68.61,6.05
phantom_lbl_1466.png,phantom_lbl_1467.png,-68.61,69.49,138.10
phantom_lbl_1467.png,phantom_lbl_1468.png,69.49,-35.70,-105.19
phantom_lbl_1468.png,phantom_lbl_1469.png,-35.70,-65.62,-29.93
phantom_lbl_1469.png,phantom_lbl_1470.png,-65.62,-29.04,36.58
phantom_lbl_1470.png,phantom_lbl_1471.png,-29.04,-49.81,-20.76
phantom_lbl_1471.png,phantom_lbl_1472.png,-49.81,-31.74,18.06
phantom_lbl_1472.png,phantom_lbl_1473.png,-31.74,-45.36,-13.62
phantom_lbl_1473.png,phantom_lbl_1474.png,-45.36,-43.99,1.37
phantom_lbl_1474.png,phantom_lbl_1475.png,-43.99,-62.33,-18.34
phantom_lbl_1475.png,phantom_lbl_1476.png,-62.33,-90.94,-28.60
phantom_lbl_1476.png,phantom_lbl_1477.png,-90.94,-70.61,20.33
phantom_lbl_1477.png,phantom_lbl_1478.png,-70.61,63.47,134.08
phantom_lbl_1478.png,phantom_lbl_1479.png,63.47,-88.21,-151.69
phantom_lbl_1479.png,phantom_lbl_1480.png,-88.21,-52.97,35.24
phantom_lbl_1480.png,phantom_lbl_1481.png,-52.97,-51.08,1.89
phantom_lbl_1481.png,phantom_lbl_1482.png,-51.08,-81.55,-30.47
phantom_lbl_1482.png,phantom_lbl_1483.png,-81.55,-71.34,10.21
phantom_lbl_1483.png,phantom_lbl_1484.png,-71.34,-42.89,28.45
phantom_lbl_1484.png,phantom_lbl_1485.png,-42.89,-78.23,-35.34
phantom_lbl_1485.png,phantom_lbl_1486.png,-78.23,-67.43,10.80
phantom_lbl_1486.png,phantom_lbl_1487.png,-67.43,-74.34,-6.92
phantom_lbl_1487.png,phantom_lbl_1488.png,-74.34,-66.35,8.00
phantom_lbl_1490.png,phantom_lbl_1491.png,-69.73,-51.57,18.16
phantom_lbl_1491.png,phantom_lbl_1492.png,-51.57,-65.52,-13.95
phantom_lbl_1492.png,phantom_lbl_1493.png,-65.52,-77.31,-11.79
phantom_lbl_1493.png,phantom_lbl_1494.png,-77.31,-58.66,18.66
phantom_lbl_1494.png,phantom_lbl_1495.png,-58.66,-81.05,-22.39
phantom_lbl_1495.png,phantom_lbl_1496.png,-81.05,-60.29,20.76
phantom_lbl_1496.png,phantom_lbl_1497.png,-60.29,-65.02,-4.73
phantom_lbl_1497.png,phantom_lbl_1498.png,-65.02,-65.77,-0.75
phantom_lbl_1498.png,phantom_lbl_1499.png,-65.77,-78.43,-12.66
phantom_lbl_1499.png,phantom_lbl_1500.png,-78.43,40.98,119.41
phantom_lbl_1500.png,phantom_lbl_1501.png,40.98,19.83,-21.15
phantom_lbl_1501.png,phantom_lbl_1502.png,19.83,9.27,-10.56
phantom_lbl_1502.png,phantom_lbl_1503.png,9.27,151.86,142.59
phantom_lbl_1503.png,phantom_lbl_1504.png,151.86,158.19,6.33
phantom_lbl_1504.png,phantom_lbl_1505.png,158.19,139.54,-18.65
phantom_lbl_1505.png,phantom_lbl_1506.png,139.54,158.08,18.54
phantom_lbl_1506.png,phantom_lbl_1507.png,158.08,161.40,3.32
phantom_lbl_1507.png,phantom_lbl_1508.png,161.40,156.91,-4.48
phantom_lbl_1508.png,phantom_lbl_1509.png,156.91,156.78,-0.14
phantom_lbl_1511.png,phantom_lbl_1512.png,158.31,165.33,7.02
phantom_lbl_1512.png,phantom_lbl_1513.png,165.33,22.42,-142.92
phantom_lbl_1513.png,phantom_lbl_1514.png,22.42,182.92,160.50
phantom_lbl_1514.png,phantom_lbl_1515.png,182.92,169.04,-13.88
phantom_lbl_1515.png,phantom_lbl_1516.png,169.04,158.76,-10.28
phantom_lbl_1516.png,phantom_lbl_1517.png,158.76,148.48,-10.28
phantom_lbl_1517.png,phantom_lbl_1518.png,148.48,168.01,19.53
phantom_lbl_1518.png,phantom_lbl_1519.png,168.01,156.80,-11.21
phantom_lbl_1519.png,phantom_lbl_1520.png,156.80,160.63,3.83
phantom_lbl_1520.png,phantom_lbl_1521.png,160.63,191.74,31.10
phantom_lbl_1521.png,phantom_lbl_1522.png,191.74,165.93,-25.81
phantom_lbl_1522.png,phantom_lbl_1523.png,165.93,179.62,13.69
phantom_lbl_1523.png,phantom_lbl_1524.png,179.62,32.22,-147.40
phantom_lbl_1524.png,phantom_lbl_1525.png,32.22,148.16,115.95
phantom_lbl_1525.png,phantom_lbl_1526.png,148.16,169.63,21.47
phantom_lbl_1526.png,phantom_lbl_1527.png,169.63,187.04,17.41
phantom_lbl_1527.png,phantom_lbl_1528.png,187.04,168.70,-18.35
phantom_lbl_1528.png,phantom_lbl_1529.png,168.70,180.83,12.14
phantom_lbl_1529.png,phantom_lbl_1530.png,180.83,200.01,19.17
phantom_lbl_1530.png,phantom_lbl_1531.png,200.01,148.64,-51.37
phantom_lbl_1531.png,phantom_lbl_1532.png,148.64,158.13,9.49
phantom_lbl_1532.png,phantom_lbl_1533.png,158.13,165.52,7.40
phantom_lbl_1533.png,phantom_lbl_1534.png,165.52,178.12,12.60
phantom_lbl_1534.png,phantom_lbl_1535.png,178.12,25.39,-152.74
phantom_lbl_1535.png,phantom_lbl_1536.png,25.39,185.98,160.59
